sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Class 0,prob_Class 1,prob_Class 2,prob_Class 3,prob_Class 4,prob_Class 5,prob_Class 6,prob_Class 7,confidence_margin
2844,7,Class 7,0,Class 0,0,0.96491385,8.866389e-06,8.866389e-06,0.0005667237,0.00018976093,0.00015246645,0.0050547523,0.029104678,0.9358091671019793
2868,6,Class 6,0,Class 0,0,0.9999658,1.6277997e-10,3.8674308e-08,1.050836e-10,3.1073487e-08,3.138336e-10,7.456261e-08,3.4153974e-05,0.9999657123712922
2896,7,Class 7,0,Class 0,0,0.85883594,0.016723175,0.003614836,0.00050442084,6.3406806e-06,0.00021021393,0.00026163418,0.11984348,0.73899245262146
2898,7,Class 7,0,Class 0,0,0.99719596,5.9152508e-06,1.4193996e-05,4.7526983e-06,9.163022e-06,0.00058568397,7.3621754e-06,0.0021770096,0.9950189494993538
2919,1,Class 1,7,Class 7,0,4.652609e-06,0.023658015,9.957652e-05,4.1911704e-07,4.149784e-05,5.268388e-09,3.3674593e-07,0.9761955,0.9525374993681908
2971,7,Class 7,4,Class 4,0,2.5744053e-05,9.6646e-07,7.842621e-09,6.177433e-05,0.60560334,0.00018448987,0.0031724852,0.3909512,0.2146521508693695
2995,0,Class 0,7,Class 7,0,0.3915757,0.0016481407,0.000119288816,6.249015e-07,6.187301e-05,6.9370226e-06,1.6645781e-05,0.6065708,0.21499508619308472
3051,2,Class 2,1,Class 1,0,0.027357133,0.58550507,0.3779766,3.8939893e-07,4.89483e-09,6.031991e-07,7.582345e-09,0.009160228,0.2075284719467163
3054,7,Class 7,4,Class 4,0,4.8091934e-08,1.293824e-08,7.523981e-10,3.446417e-07,0.9990846,7.44969e-08,5.926454e-06,0.0009089726,0.998175619286485
3057,0,Class 0,7,Class 7,0,0.018741889,5.7094926e-06,3.320247e-07,5.143236e-07,0.018741889,2.667703e-07,1.7221537e-07,0.96250916,0.9437672663480043
3095,2,Class 2,7,Class 7,0,0.0003601463,0.044381503,0.085565865,0.106496036,1.2179379e-06,1.0863088e-05,5.075669e-07,0.7631838,0.6776179075241089
3144,7,Class 7,0,Class 0,0,0.93250674,3.2488368e-09,3.6065217e-08,3.2167517e-07,1.0770926e-07,2.0973066e-09,1.3674335e-11,0.067492805,0.8650139346718788
3147,4,Class 4,7,Class 7,0,1.2791135e-05,7.364989e-05,9.166524e-05,0.0004240673,0.100752614,3.4412167e-06,3.4412167e-06,0.8986383,0.7978856936097145
3154,2,Class 2,0,Class 0,0,0.93167067,0.000847639,0.06743232,5.028094e-09,1.2065223e-08,2.095426e-09,7.0162953e-10,4.9292816e-05,0.8642383441329002
3183,7,Class 7,0,Class 0,0,0.9942458,2.2140826e-07,0.003362324,2.728453e-05,0.0017439781,0.00037697365,2.4823628e-08,0.00024335766,0.9940024695388274
3189,0,Class 0,7,Class 7,0,2.7428048e-05,2.203748e-05,3.41372e-05,1.5950261e-06,4.248747e-05,0.0003789564,1.7706347e-05,0.99947566,0.999448229891641
3246,2,Class 2,1,Class 1,0,0.0009250364,0.8169158,0.0002488637,0.005326251,1.4616532e-07,1.3036869e-06,7.5813375e-08,0.17658243,0.816666946397163
3271,7,Class 7,0,Class 0,0,0.989659,2.7429545e-07,8.1918625e-07,6.581876e-07,4.2489705e-07,4.2070165e-05,0.00030148786,0.009995292,0.9796637194231153
3302,6,Class 6,7,Class 7,0,0.00015424215,1.573341e-08,1.573341e-08,3.334057e-05,1.2641258e-08,3.7380441e-06,0.02365695,0.97615176,0.952494814991951
3308,7,Class 7,0,Class 0,0,0.6574318,0.0011531817,0.00010388108,0.00031024206,1.4640311e-07,2.5175482e-06,6.8405503e-09,0.34099826,0.31643351912498474
3318,5,Class 5,3,Class 3,0,2.5727392e-08,0.016121307,0.0043371366,0.82792646,3.1704349e-06,0.00348474,0.0043371366,0.14379008,0.8244417170062661
3332,5,Class 5,7,Class 7,0,0.0030159182,1.4232118e-06,0.00021828566,0.04166908,7.45557e-09,0.021613015,0.04166908,0.8918133,0.8702002633363008
3347,1,Class 1,7,Class 7,0,2.1615066e-05,0.019088639,0.00019279007,1.0099421e-06,1.7540157e-07,8.0344034e-05,0.00029864185,0.98031676,0.9612281192094088
3380,2,Class 2,7,Class 7,0,6.6902324e-09,5.2697254e-05,0.0017470842,0.0021744359,1.15045026e-07,4.7470794e-06,3.8141156e-06,0.99601704,0.9942699546227232
3390,0,Class 0,7,Class 7,0,0.1772484,0.0014383333,1.8080165e-05,1.1671763e-05,0.0011556506,1.3086028e-06,0.00012956808,0.819997,0.6427486091852188
3404,7,Class 7,2,Class 2,0,0.00087549543,0.00023553566,0.49912214,0.00018924485,2.990263e-08,0.000454104,1.233866e-06,0.49912214,0.0
3406,2,Class 2,1,Class 1,0,1.5917555e-08,0.98757684,0.012414058,4.801206e-10,1.3045586e-12,4.7538e-08,3.4750116e-11,9.074634e-06,0.9751627845689654
3417,7,Class 7,4,Class 4,0,7.713821e-05,1.8694394e-06,7.713821e-05,2.8958534e-06,0.6075987,2.326719e-06,6.2596047e-07,0.3922393,0.2153594195842743
3418,0,Class 0,7,Class 7,0,0.17769997,1.3119375e-06,1.3119375e-06,1.632848e-06,7.553979e-06,0.00020121892,1.3119375e-06,0.8220858,0.6443858295679092
3434,1,Class 1,7,Class 7,0,0.00022818659,7.7167766e-07,0.06747526,3.1841573e-05,5.640943e-10,1.6846752e-09,1.3402114e-07,0.93226385,0.9322630794881093
3438,0,Class 0,7,Class 7,0,0.0033618517,0.00019550198,0.0014010286,0.0009044431,1.4150021e-05,7.3393667e-06,9.134634e-06,0.99410653,0.9907446794677526
3443,3,Class 3,7,Class 7,0,0.0001486364,1.0865271e-07,5.5799737e-06,0.39201978,0.00028656525,0.00018499406,9.595316e-05,0.6072584,0.21523860096931458
3454,2,Class 2,7,Class 7,0,0.0014040687,0.00015741999,0.0021749733,1.0366057e-08,2.4873996e-08,1.3030363e-10,3.4366843e-07,0.9962632,0.9940882327500731
3486,0,Class 0,7,Class 7,0,0.015081607,0.009736029,0.009736029,0.0010915742,7.900583e-05,0.00023595177,5.1002702e-05,0.9639888,0.9489071741700172
3487,7,Class 7,4,Class 4,0,0.34230453,0.0003114306,0.010324925,2.805432e-05,0.42603523,1.8110655e-05,8.462021e-07,0.22097695,0.2050582766532898
3488,1,Class 1,4,Class 4,0,0.0057470165,0.00021574939,3.7470283e-05,0.021361886,0.8814513,0.026587194,0.0008019488,0.063797556,0.8812355593399843
3511,7,Class 7,0,Class 0,0,0.9957196,3.434809e-07,5.320698e-07,0.00019581922,6.55679e-05,0.00058481685,0.0007278679,0.0027055144,0.9930140972137451
3512,7,Class 7,4,Class 4,0,5.7229634e-09,1.2127485e-05,6.3530535e-08,3.3280775e-10,0.85201365,2.1272475e-08,7.052509e-07,0.14797337,0.7040402740240097
3535,2,Class 2,7,Class 7,0,6.217331e-07,0.2020738,0.31302252,4.455536e-06,1.0691323e-05,1.6893407e-09,2.3340563e-08,0.4848879,0.17186537384986877
3540,3,Class 3,7,Class 7,0,5.290323e-05,1.5957195e-06,5.931351e-06,1.4232629e-05,3.8290236e-06,1.14354325e-05,1.8069174e-09,0.9999101,0.9998958835667509
3541,7,Class 7,0,Class 0,0,0.9657277,3.6981264e-06,4.6486267e-08,9.949122e-07,2.676626e-07,7.9148354e-05,0.02912922,0.0050590155,0.9606686714105308
3585,0,Class 0,7,Class 7,0,0.2508417,2.0763311e-07,8.567521e-06,9.605648e-07,2.3049322e-06,4.443822e-06,9.7014565e-09,0.74914175,0.49830004572868347
3589,7,Class 7,2,Class 2,0,9.2760615e-08,0.00047167722,0.9995283,1.6270843e-10,2.8258418e-11,3.136963e-10,1.1776492e-11,3.105983e-08,0.9995282577814173
3601,2,Class 2,1,Class 1,0,4.272872e-07,0.995226,0.004188901,2.7858915e-09,1.1610001e-09,2.2383688e-09,1.04585514e-10,0.0005845269,0.9910371247678995
3617,7,Class 7,0,Class 0,0,0.9931403,4.3064463e-09,1.9922721e-08,4.263917e-07,1.4277252e-07,7.332233e-06,0.00037655412,0.006475223,0.9866650570183992
3652,2,Class 2,7,Class 7,0,3.8042863e-06,0.002168833,0.004181429,3.4269806e-07,0.00019537313,4.8297694e-10,1.9928976e-08,0.99345016,0.9892687359824777
3686,2,Class 2,3,Class 3,0,4.078386e-09,9.593999e-05,0.391966,0.60717505,2.6328273e-09,0.000148616,6.1934705e-05,0.0005524115,0.21520906686782837
3691,7,Class 7,0,Class 0,0,0.899061,2.2225438e-06,9.170837e-05,6.6376574e-06,3.4771684e-08,3.821887e-05,5.386315e-08,0.100800015,0.798261009156704
3694,7,Class 7,6,Class 6,0,4.7942823e-08,1.9979824e-08,2.0179107e-10,5.967008e-08,0.21528995,0.0001573763,0.51660085,0.26795173,0.24864912033081055
3725,0,Class 0,7,Class 7,0,0.006465318,1.7567208e-05,1.9695824e-06,2.1864305e-05,0.0017393733,7.3210135e-06,0.00012589205,0.99162066,0.985155341681093
3732,1,Class 1,7,Class 7,0,2.1974083e-05,0.0033702839,4.2787724e-07,4.797231e-08,7.3577717e-06,5.3253996e-07,4.321446e-09,0.9965995,0.9932292115408927
3740,2,Class 2,7,Class 7,0,6.624735e-06,0.100603774,0.0019589479,5.322748e-06,1.0262059e-05,9.152982e-05,1.2772239e-05,0.89731073,0.8953517859335989
3750,2,Class 2,7,Class 7,0,2.7716138e-07,6.0507965e-10,2.7716138e-07,5.3968536e-09,1.1665707e-09,7.45651e-08,1.4519231e-09,0.9999993,0.9999990075828862
3752,5,Class 5,7,Class 7,0,2.3805228e-06,3.3218248e-07,0.0008761121,3.6875529e-06,2.4042667e-08,0.036150835,7.180375e-08,0.9629665,0.9268156662583351
3794,7,Class 7,2,Class 2,0,0.00054459105,0.20042768,0.59857965,2.5699254e-07,1.31981205e-05,6.8456325e-06,1.8600558e-08,0.20042768,0.3981519639492035
3799,2,Class 2,1,Class 1,0,0.0031558361,0.60242516,0.38889948,6.889611e-06,2.586433e-07,0.00018352165,0.00044037116,0.004888552,0.2135256826877594
3812,7,Class 7,5,Class 5,0,1.6117726e-08,4.959039e-14,9.466437e-12,1.4519185e-09,5.4506556e-11,0.99999416,4.7660433e-06,1.0302142e-06,0.9999931285306047
3841,3,Class 3,7,Class 7,0,1.3474493e-16,2.5978315e-16,2.5978315e-16,4.5117888e-17,5.559963e-15,8.612654e-15,6.295833e-18,1.0,1.0
3844,5,Class 5,7,Class 7,0,1.387243e-05,2.1489112e-05,6.4817533e-07,0.023619454,6.417747e-05,0.0005724152,0.0011035954,0.97460437,0.9740319530246779
3856,6,Class 6,7,Class 7,0,9.03931e-07,7.33521e-09,4.22353e-08,0.00013864075,2.1906706e-08,8.06239e-06,0.122436136,0.87741613,0.7549799978733063
3874,7,Class 7,0,Class 0,0,0.49971122,8.05424e-09,5.148126e-07,2.4054097e-08,1.3850074e-07,0.00045463996,0.00012231235,0.49971122,0.0
3878,1,Class 1,7,Class 7,0,0.00058677973,8.188031e-05,4.76159e-06,3.412306e-05,1.7875546e-07,3.412306e-05,0.00019647645,0.99906164,0.9989797637681477
3891,7,Class 7,0,Class 0,0,0.95535696,5.7235862e-08,1.9164775e-08,5.7235862e-08,4.5987058e-08,3.658413e-06,9.84228e-07,0.04463811,0.910718847066164
3898,0,Class 0,7,Class 7,0,0.29324928,0.00021436437,7.177747e-05,2.694607e-06,4.215712e-08,0.002379655,0.00041328644,0.7036689,0.41041961312294006
3899,0,Class 0,7,Class 7,0,5.991043e-08,3.4495736e-07,1.8070792e-09,2.5216315e-10,2.0260409e-10,4.813598e-08,3.4839807e-09,0.99999964,0.9999995824617045
3952,3,Class 3,7,Class 7,0,0.00033133218,1.5481173e-05,0.0036781135,0.0012315749,9.993968e-06,0.2926054,4.1649214e-06,0.70212394,0.7008923650719225
3963,2,Class 2,7,Class 7,0,0.011738489,0.25123045,0.25123045,3.9697028e-05,2.0590147e-05,6.14927e-05,0.0013160841,0.4843628,0.23313236236572266
4003,7,Class 7,1,Class 1,0,1.4663116e-06,0.9188205,0.02771436,3.1382417e-05,6.171704e-09,1.48093555e-08,4.466949e-10,0.05343224,0.8653882592916489
4013,4,Class 4,7,Class 7,0,3.6512273e-07,0.0018566094,9.725947e-06,1.5216254e-07,0.14769906,2.6690347e-10,2.6426807e-08,0.8504342,0.7027351260185242
4025,7,Class 7,3,Class 3,0,5.7146576e-06,7.9743296e-07,2.4052962e-08,0.49968764,6.3438274e-05,0.00018945917,0.0003652703,0.49968764,0.0
4031,7,Class 7,3,Class 3,0,1.1406805e-07,9.1649696e-08,2.2211222e-09,0.98755777,9.074467e-06,1.7495233e-05,1.5760083e-06,0.012413824,0.9751439448446035
4059,7,Class 7,0,Class 0,0,0.98459584,4.269396e-09,2.4582695e-08,1.0244659e-08,3.8079865e-08,1.9751354e-08,9.137482e-08,0.015404012,0.9691918231546879
4070,5,Class 5,7,Class 7,0,1.14355325e-05,3.138186e-10,1.6116498e-08,6.584449e-05,6.650118e-07,1.7890902e-07,1.9860665e-06,0.9999199,0.9999197124484027
4073,6,Class 6,4,Class 4,0,0.0019112476,1.0012178e-05,0.0004131302,2.4024792e-05,0.8754613,1.3971176e-06,1.550937e-05,0.12216346,0.875445770976512
4112,7,Class 7,0,Class 0,0,0.95534486,4.101651e-07,4.598648e-08,2.968691e-08,1.692456e-05,7.986696e-09,8.86602e-08,0.044637542,0.9107073135674
4116,0,Class 0,7,Class 7,0,2.0127161e-10,3.8041817e-06,1.7951944e-09,6.6069083e-07,8.1418104e-05,0.006477066,1.4140291e-05,0.9934229,0.9934229252709879
4135,5,Class 5,7,Class 7,0,0.022461824,1.3324093e-07,1.6583289e-07,2.8801002e-08,0.00028235003,0.027956182,0.022461824,0.9268375,0.898881321772933
4143,7,Class 7,1,Class 1,0,0.00024462977,0.999443,7.378765e-06,7.5266804e-10,2.7976959e-09,3.4476534e-07,1.788237e-07,0.00030446844,0.9991385261528194
4169,0,Class 0,7,Class 7,0,1.282218e-06,2.546777e-12,1.3209657e-12,6.716968e-09,1.282218e-06,8.5275753e-13,1.3079227e-10,0.9999974,0.9999960951776075
4178,0,Class 0,5,Class 5,0,0.1476031,5.652264e-07,1.3562942e-06,0.0018554033,2.9027791e-05,0.8498814,0.000621261,7.809386e-06,0.7022783160209656
4218,0,Class 0,7,Class 7,0,0.036182765,3.7276234e-08,1.385572e-07,3.0248853e-10,8.0575235e-09,1.7416943e-09,6.4739454e-09,0.96381706,0.9276342950761318
4238,7,Class 7,0,Class 0,0,0.5544093,1.37054e-06,1.9124764e-07,4.0931363e-06,0.00013570061,1.9124764e-07,2.9625255e-07,0.44544876,0.10896056890487671
4242,2,Class 2,1,Class 1,0,0.018654663,0.95802975,0.02321775,5.7968363e-10,4.611572e-08,5.739599e-08,8.979616e-10,9.7723445e-05,0.9348119962960482
4244,7,Class 7,5,Class 5,0,1.6431048e-07,4.4204675e-08,4.95609e-09,0.00083550107,1.465527e-06,0.9183288,0.0664667,0.014367265,0.9039615569636226
4257,0,Class 0,7,Class 7,0,1.2822186e-06,1.17820345e-11,3.553817e-13,2.4967262e-08,5.4506802e-11,1.17820345e-11,1.1665701e-09,0.9999987,0.9999974064792241
4273,0,Class 0,7,Class 7,0,0.21197984,1.3958823e-05,2.424299e-06,3.0473966e-08,6.5221184e-07,5.188548e-05,1.3958823e-05,0.7879372,0.5759573876857758
4293,0,Class 0,7,Class 7,0,0.39220276,1.3395727e-05,4.9792434e-05,2.5826457e-05,1.0763e-05,0.00014870577,6.9481275e-06,0.6075418,0.2153390347957611
4299,7,Class 7,3,Class 3,0,6.876054e-06,0.00011824055,0.2505627,0.74830854,4.0385144e-09,0.00084734877,6.132928e-05,9.500215e-05,0.7482135372410994
4325,2,Class 2,7,Class 7,0,2.1177188e-05,0.036056653,0.0032480594,4.6232582e-08,1.5327599e-06,0.0001517623,6.3245905e-05,0.9604575,0.9572094443719834
4326,7,Class 7,2,Class 2,0,1.7660113e-06,0.01117655,0.8891292,3.404803e-06,1.4189297e-06,1.1400596e-06,6.6297936e-08,0.09968649,0.7894427329301834
4332,0,Class 0,7,Class 7,0,0.212229,0.13700582,0.0064014588,0.0064014588,0.0008932711,0.002667764,0.000576657,0.6338245,0.4215955287218094
4352,7,Class 7,0,Class 0,0,0.553811,0.00078050524,8.838073e-07,4.088719e-06,0.000108913024,0.0003252703,1.3690609e-06,0.44496801,0.10884299874305725
4393,0,Class 0,7,Class 7,0,0.067482874,1.2074268e-08,5.5858653e-08,3.2162768e-07,3.2162768e-07,0.00014732404,3.6059962e-08,0.9323691,0.8648862391710281
4396,7,Class 7,0,Class 0,0,0.60767275,1.2190116e-08,4.0015144e-05,3.2795233e-09,1.0981132e-09,8.8229474e-10,5.695719e-10,0.39228728,0.21538546681404114
4404,6,Class 6,7,Class 7,0,0.00090841926,0.0002443932,5.3886353e-09,5.3354296e-07,0.000304174,3.444319e-07,6.574944e-05,0.99847645,0.9984106962365331
4408,0,Class 0,7,Class 7,0,0.042829987,0.0059765717,0.00011637523,3.9355584e-07,0.034412403,9.443607e-07,4.368858e-06,0.916659,0.873829010874033
4413,7,Class 7,0,Class 0,0,0.8380968,1.8479232e-05,3.9944216e-06,2.5786255e-06,0.14555636,3.5982583e-07,2.071836e-06,0.016319344,0.8217774536460638
4417,7,Class 7,4,Class 4,0,8.690199e-05,1.3595825e-06,2.6212235e-06,3.2623989e-06,0.8519419,1.6921488e-06,1.3595825e-06,0.14796095,0.7039809376001358
4422,1,Class 1,7,Class 7,0,2.8973888e-08,0.25084516,2.304965e-06,2.097069e-09,2.097069e-09,4.0430694e-09,7.0218087e-10,0.7491525,0.49830731749534607
4424,7,Class 7,4,Class 4,0,1.1775134e-11,3.9427693e-12,8.522592e-13,2.292845e-13,0.999413,5.501812e-13,3.1678805e-12,0.0005869855,0.9988260279642418
4444,7,Class 7,5,Class 5,0,1.35953305e-05,0.00018783838,1.2246959e-06,7.984957e-09,2.968039e-08,0.9551369,3.2622804e-05,0.044627808,0.9105090871453285
4504,0,Class 0,7,Class 7,0,0.019028382,0.000370519,0.0033047535,8.97949e-06,9.069054e-08,6.434987e-05,5.2218576e-07,0.9772225,0.9581941198557615
4505,0,Class 0,3,Class 3,0,0.31444362,0.00018468246,2.0706042e-05,0.60623556,0.0061228173,0.018285869,9.579154e-05,0.05461096,0.2917919456958771
4529,6,Class 6,7,Class 7,0,0.00015763867,8.176439e-05,9.167169e-06,0.0001961983,0.0017499436,0.00015763867,3.4414586e-07,0.9976472,0.9976468817109208
4532,2,Class 2,7,Class 7,0,9.660905e-07,0.20270205,0.043815527,1.33478825e-05,1.6612894e-05,5.6181108e-08,5.6181108e-08,0.7534513,0.7096357606351376
4535,0,Class 0,7,Class 7,0,0.067377396,2.580129e-07,0.0016328845,7.629492e-05,1.1936337e-06,1.6656182e-07,2.580129e-07,0.93091154,0.8635341450572014
4536,7,Class 7,2,Class 2,0,0.00029940772,0.2644123,0.634473,7.2561184e-06,6.5364634e-07,0.029645113,2.6971298e-05,0.07113519,0.5633378326892853
4539,0,Class 0,7,Class 7,0,0.10080463,3.898679e-09,9.171256e-05,7.442282e-07,3.898679e-09,7.442282e-07,4.3710777e-10,0.89910215,0.7982975244522095
4553,4,Class 4,7,Class 7,0,3.1611091e-06,0.038570248,0.00025147607,0.00010480092,0.42816767,8.504376e-07,3.5441408e-07,0.5329014,0.10473373532295227
4590,7,Class 7,0,Class 0,0,0.89914304,1.463672e-10,1.8037106e-08,1.592889e-05,3.8603523e-07,3.071033e-05,7.442613e-07,0.100809164,0.7983338758349419
4609,0,Class 0,7,Class 7,0,5.2900923e-05,4.765426e-06,2.7712457e-07,1.771329e-05,3.8288567e-06,1.0300827e-06,5.2900923e-05,0.9998665,0.9998135846726655
4611,7,Class 7,0,Class 0,0,0.7879823,4.674224e-06,4.210639e-07,8.198907e-09,1.737427e-05,2.424435e-06,8.117953e-07,0.21199195,0.5759903341531754
4615,7,Class 7,0,Class 0,0,0.9553526,1.2249725e-06,3.6583965e-06,4.553274e-06,7.98676e-09,1.7263984e-09,3.694879e-08,0.044637904,0.9107147008180618
4623,7,Class 7,2,Class 2,0,0.010504283,0.016271668,0.53945833,7.6786e-06,0.0003168405,4.956968e-06,2.3160932e-07,0.43343604,0.10602229833602905
4630,7,Class 7,0,Class 0,0,0.42761636,3.5046247e-05,0.0011618956,0.14318253,0.0003125864,6.7567846e-05,7.5755033e-06,0.42761636,0.0
4652,5,Class 5,7,Class 7,0,0.0001579474,1.05045285e-10,7.527871e-10,1.5952264e-06,1.1545913e-07,0.00019658278,4.2492808e-05,0.9996012,0.9994046025385614
4681,7,Class 7,0,Class 0,0,0.85113466,4.503182e-05,0.00049989764,0.00025928806,0.00016738499,3.2593077e-06,6.975663e-05,0.14782074,0.7033139169216156
4691,0,Class 0,3,Class 3,0,0.00043890838,7.6987664e-07,4.432861e-06,0.74729323,7.6987664e-07,0.0020305042,8.54639e-06,0.25022274,0.7468543254944962
4695,5,Class 5,7,Class 7,0,0.0005858639,4.2403586e-05,5.3302244e-07,1.5918786e-06,0.00030387726,0.0014058151,0.00015761578,0.9975024,0.9960965714417398
4699,0,Class 0,7,Class 7,0,0.008049226,1.440193e-09,4.301164e-09,3.836314e-08,3.0519072e-06,2.7220736e-05,1.774777e-07,0.99192023,0.9838710064068437
4704,7,Class 7,5,Class 5,0,1.1044654e-06,1.3746277e-06,2.1506041e-08,0.28841987,0.0015109028,0.6920803,0.0012139583,0.016772509,0.6753078103065491
4710,0,Class 0,7,Class 7,0,0.2724417,1.0432802e-06,0.0004778821,4.304862e-05,4.874622e-08,0.07329535,1.0432802e-06,0.6537399,0.3812982439994812
4715,0,Class 0,7,Class 7,0,0.08234846,1.8157067e-06,2.812621e-06,0.0001797775,0.0030914533,2.812621e-06,0.00022375274,0.9141492,0.8318007662892342
4719,7,Class 7,4,Class 4,0,1.2662982e-06,8.1746737e-07,4.2400586e-07,8.1746737e-07,0.98758245,3.4407193e-09,1.1407078e-07,0.0124141285,0.9751683166250587
4726,7,Class 7,0,Class 0,0,0.9123599,8.383481e-06,0.00043054248,4.348364e-06,6.735841e-06,0.0047794455,0.00022331477,0.0821873,0.8301725909113884
4745,5,Class 5,1,Class 1,0,0.05731526,0.41073906,0.015419602,4.697401e-06,0.00333306,0.13753137,0.11050168,0.2651553,0.2732076942920685
4764,0,Class 0,4,Class 4,0,0.0010501685,0.0031363415,4.420154e-06,7.600891e-05,0.74515176,2.5450741e-05,0.0010501685,0.24950571,0.7441015896620229
4767,3,Class 3,7,Class 7,0,4.250522e-05,3.4492064e-07,3.076435e-06,4.2929136e-07,1.1549274e-07,5.2902335e-05,7.382089e-06,0.9998932,0.9998927591852009
4778,6,Class 6,7,Class 7,0,0.00029549704,5.132041e-05,4.6691614e-08,2.661899e-05,0.00029549704,7.949798e-05,0.029257901,0.96999365,0.940735749900341
4800,1,Class 1,7,Class 7,0,0.00019661774,9.186766e-06,1.6114244e-08,1.4372704e-07,1.0299935e-06,3.828525e-06,9.186766e-06,0.99978,0.9997708124901692
4821,0,Class 0,7,Class 7,0,8.1948616e-05,2.771325e-07,7.455719e-08,9.279466e-08,1.7713795e-05,3.8671498e-08,4.7655626e-06,0.9998951,0.9998131472093519
4840,5,Class 5,7,Class 7,0,0.0006109696,0.00013206556,0.00031689918,0.025210315,0.000490893,0.43351632,0.00016437001,0.53955823,0.10604190826416016
4851,6,Class 6,7,Class 7,0,0.00899648,0.00021802886,7.300454e-05,7.300454e-05,3.0727574e-07,5.2839096e-06,0.099869765,0.8907641,0.7908943518996239
4869,0,Class 0,7,Class 7,0,0.0007304627,6.0463795e-10,3.4814363e-09,1.0397335e-08,4.8100826e-08,2.2474627e-09,2.2252671e-07,0.9992693,0.9985388439381495
4876,7,Class 7,5,Class 5,0,6.260213e-05,9.697385e-05,4.0413222e-05,0.0006949448,2.9250207e-06,0.95068103,0.0040014135,0.044419613,0.9062614180147648
4918,0,Class 0,7,Class 7,0,0.00037792535,0.0017483807,9.158982e-06,3.404429e-05,0.00010167373,0.0007286257,0.00024397214,0.99675626,0.9963783302810043
4937,0,Class 0,1,Class 1,0,0.028984088,0.96091604,0.00036433633,2.118728e-05,2.9859976e-08,8.829654e-06,4.1255666e-07,0.009704996,0.9319319538772106
4965,7,Class 7,2,Class 2,0,0.031500183,0.013127489,0.6741758,9.596156e-06,0.00020537963,1.8501027e-05,4.977357e-06,0.28095815,0.39321765303611755
4976,2,Class 2,0,Class 0,0,0.9994998,2.7428712e-05,1.0297049e-06,2.2479811e-09,1.4511979e-09,3.1058946e-08,2.4954806e-08,0.00047166398,0.9994987681161547
4988,0,Class 0,7,Class 7,0,0.14782067,3.6181504e-05,2.3590167e-07,8.855998e-09,4.503179e-05,2.9653358e-09,0.000963783,0.85113406,0.7033133953809738
5015,6,Class 6,7,Class 7,0,6.78398e-11,2.8271748e-11,2.294191e-13,8.360011e-09,4.861611e-10,2.7716152e-07,2.2491056e-09,0.99999976,0.9999997593323153
5024,7,Class 7,0,Class 0,0,0.9450405,7.0467095e-08,1.5081566e-06,1.5231993e-08,6.285134e-07,5.6617903e-08,2.3595105e-08,0.054957066,0.8900834582746029
5033,0,Class 0,7,Class 7,0,8.1950035e-05,2.0058573e-08,1.6116408e-08,1.6116408e-08,3.8290323e-06,2.2267014e-07,1.5957231e-06,0.9999124,0.999830431137525
5037,7,Class 7,1,Class 1,0,0.00029620546,0.7812244,0.16886742,7.9688485e-05,1.9312433e-06,0.0040924875,7.1785116e-06,0.045430623,0.7357938066124916
5070,7,Class 7,1,Class 1,0,0.00041387876,0.8770479,0.00013858272,6.475137e-06,8.059007e-06,3.0254424e-07,2.1897513e-08,0.12238481,0.7546630874276161
5077,5,Class 5,3,Class 3,0,0.017970648,3.53413e-06,0.00043551714,0.59578484,1.8330891e-06,0.0010450487,0.00014582793,0.3846128,0.5947397942654788
5092,7,Class 7,1,Class 1,0,2.086009e-07,0.6047148,0.39037776,6.98477e-08,6.2920202e-09,9.746684e-09,9.843882e-11,0.0049071345,0.5998076763935387
5099,2,Class 2,0,Class 0,0,0.9978168,1.1640248e-09,4.7556573e-06,1.6082602e-08,2.4912787e-08,1.0485777e-10,2.2665753e-11,0.002178365,0.9978120454138661
5124,1,Class 1,7,Class 7,0,7.425179e-08,0.004191308,3.063833e-06,2.2175377e-07,5.90696e-06,3.8513015e-08,1.9778784e-06,0.9957974,0.9916060878895223
5134,2,Class 2,3,Class 3,0,1.6272994e-10,4.2919058e-07,8.1929225e-05,0.99965847,7.603392e-12,1.4229047e-05,1.15465745e-07,0.00024468274,0.9995765361600206
5138,0,Class 0,4,Class 4,0,0.019098446,2.2059685e-09,8.1186994e-07,4.7212758e-08,0.9808202,6.5881554e-09,5.876138e-08,8.0385296e-05,0.961721733212471
5144,4,Class 4,7,Class 7,0,4.3341455e-09,2.2480409e-09,1.5951085e-06,1.1545049e-07,0.00047167673,2.770303e-07,9.368564e-10,0.9995264,0.9990547047636937
5166,0,Class 0,7,Class 7,0,0.20412257,8.851146e-10,1.5070119e-06,0.0003580454,0.0013308685,0.03545097,4.5007114e-06,0.7587315,0.5546089112758636
5168,3,Class 3,7,Class 7,0,6.63342e-09,7.511364e-12,1.802398e-11,0.012413834,5.3828757e-11,1.9810798e-08,2.7101054e-05,0.987559,0.9751451862975955
5195,7,Class 7,4,Class 4,0,8.355106e-09,1.4655452e-11,7.601525e-12,2.0450488e-12,0.999413,3.5166665e-11,1.0502551e-10,0.0005869861,0.9988260273821652
5208,4,Class 4,7,Class 7,0,2.5460005e-12,6.048952e-10,2.8263116e-11,1.29461375e-08,0.00030454504,1.1662151e-09,1.0299044e-06,0.99969447,0.999389921547845
