sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Class 0,prob_Class 1,prob_Class 2,prob_Class 3,prob_Class 4,prob_Class 5,prob_Class 6,prob_Class 7
1788,7,Class 7,7,Class 7,1,0.0017509862,4.757682e-06,6.6389566e-07,1.2799658e-06,4.2858193e-07,1.1530198e-07,9.356522e-10,0.99824166
1789,7,Class 7,7,Class 7,1,9.466475e-12,5.505054e-13,2.5216323e-10,2.5467788e-12,2.799255e-09,3.5187252e-11,1.3209692e-12,1.0
1790,7,Class 7,7,Class 7,1,8.5275976e-13,2.2941916e-13,1.4810295e-13,4.4672323e-15,4.0241683e-16,3.945092e-12,7.681838e-14,1.0
1791,7,Class 7,7,Class 7,1,5.2905176e-05,4.2931396e-07,8.277012e-07,2.2489843e-09,1.1665084e-09,2.4965942e-08,1.05081506e-10,0.9999459
1792,5,Class 5,5,Class 5,1,1.0508702e-10,1.1665696e-09,1.7892306e-07,1.7892306e-07,4.9100945e-12,0.99999833,3.8675566e-08,1.2822193e-06
1793,7,Class 7,7,Class 7,1,1.825104e-11,2.3170743e-15,1.0826275e-16,6.7169856e-09,8.443398e-11,8.443398e-11,9.373003e-10,1.0
1794,7,Class 7,7,Class 7,1,2.0060359e-08,3.51873e-11,3.9061296e-10,3.9450903e-12,5.3435684e-07,1.0613532e-12,1.4810317e-13,0.9999995
1795,7,Class 7,7,Class 7,1,4.3361914e-09,1.4519241e-09,7.530875e-10,2.2941916e-13,6.7169856e-09,2.8271755e-11,1.05087196e-10,1.0
1796,6,Class 6,6,Class 6,1,5.5050436e-13,6.233657e-16,1.8616867e-15,2.0462499e-12,1.0719357e-14,1.0404938e-08,1.0,1.4519241e-09
1797,7,Class 7,7,Class 7,1,2.4967294e-08,8.4433814e-11,6.78397e-11,2.249106e-09,4.8136e-08,3.5187252e-11,9.373003e-10,1.0
1798,7,Class 7,7,Class 7,1,8.5275976e-13,2.3170743e-15,1.2018255e-15,6.172095e-14,7.60599e-12,2.8553692e-13,3.9844342e-14,1.0
1799,7,Class 7,7,Class 7,1,1.1665716e-09,1.4519241e-09,1.466406e-11,2.3170743e-15,4.861612e-10,1.3209692e-12,1.0613537e-12,1.0
1800,0,Class 0,0,Class 0,1,0.99980634,2.4962459e-08,0.00015797983,1.6114669e-08,4.860671e-10,1.788887e-07,1.281972e-06,3.4148496e-05
1801,7,Class 7,7,Class 7,1,1.8251007e-11,2.5721761e-14,7.60599e-12,2.5216276e-10,1.8251007e-11,2.0666555e-14,8.6985585e-17,1.0
1802,7,Class 7,7,Class 7,1,3.483982e-09,2.3170743e-15,2.8553744e-13,2.2941916e-13,1.466406e-11,2.5467788e-12,2.0462499e-12,1.0
1803,0,Class 0,7,Class 7,0,0.009323428,0.24835248,0.00022595242,0.00014586496,3.1529813e-05,0.00018154488,3.1529813e-05,0.7417076
1804,7,Class 7,7,Class 7,1,5.9305894e-06,1.0402657e-08,6.782495e-11,1.4230789e-05,1.9857903e-06,4.292431e-07,0.00019661812,0.99978083
1805,0,Class 0,0,Class 0,1,0.65569955,1.315355e-08,8.407513e-07,2.239549e-05,2.0375529e-08,0.0007424824,0.003434917,0.3400998
1806,2,Class 2,1,Class 1,0,1.7877439e-07,0.99916744,0.0007303882,3.1358247e-10,1.2939313e-08,1.3068371e-10,6.1060527e-12,0.00010191968
1807,7,Class 7,7,Class 7,1,4.3361914e-09,3.8675555e-08,6.050801e-10,4.861603e-10,1.1665716e-09,8.4433814e-11,1.6440887e-12,1.0
1808,7,Class 7,7,Class 7,1,6.7169856e-09,3.1697412e-12,8.4433814e-11,3.945092e-12,2.0260416e-10,4.3794333e-11,1.6440887e-12,1.0
1809,7,Class 7,7,Class 7,1,6.584524e-05,1.4374878e-07,6.650193e-07,1.2821321e-06,8.276882e-07,1.4518243e-09,3.518483e-11,0.9999312
1810,7,Class 7,7,Class 7,1,4.9101027e-12,2.8553744e-13,8.5275976e-13,6.91996e-15,6.050801e-10,1.6440887e-12,9.466475e-12,1.0
1811,7,Class 7,7,Class 7,1,2.8271755e-11,2.0462499e-12,2.271539e-11,1.5107183e-17,1.1899567e-13,4.4231147e-13,4.4672323e-15,1.0
1812,7,Class 7,7,Class 7,1,0.0041912086,2.2174828e-07,2.732646e-05,1.0258663e-06,5.9068143e-06,5.3209874e-07,1.1501704e-07,0.99577373
1813,7,Class 7,7,Class 7,1,1.3079261e-10,8.612654e-15,1.0826275e-16,1.6937766e-18,7.835829e-18,7.7584443e-16,2.8838545e-15,1.0
1814,7,Class 7,7,Class 7,1,1.6278522e-10,4.3794333e-11,2.8271755e-11,6.1111407e-12,7.530875e-10,2.2941916e-13,1.6278522e-10,1.0
1815,7,Class 7,7,Class 7,1,9.280438e-08,2.0462497e-12,3.5892746e-15,6.11114e-12,2.855374e-13,3.4839815e-09,1.6278552e-10,0.9999999
1816,7,Class 7,7,Class 7,1,3.103076e-08,8.348248e-09,6.0422856e-10,7.5952855e-12,0.0014073517,6.7744345e-11,6.1025403e-12,0.9985927
1817,7,Class 7,7,Class 7,1,6.7169856e-09,2.8553744e-13,9.560896e-14,1.6604873e-14,3.867563e-08,1.0404959e-08,8.443398e-11,1.0
1818,7,Class 7,7,Class 7,1,1.0404938e-08,1.825104e-11,3.945092e-12,4.861612e-10,2.799255e-09,1.2950094e-08,2.249106e-09,1.0
1819,7,Class 7,7,Class 7,1,1.9861652e-06,4.3360595e-09,1.4375429e-07,3.1073544e-08,5.3434024e-07,2.7715288e-07,2.7441603e-05,0.9999696
1820,7,Class 7,7,Class 7,1,6.650646e-07,2.4967276e-08,6.0507965e-10,7.45651e-08,4.3361883e-09,1.0404931e-08,7.530869e-10,0.9999993
1821,7,Class 7,7,Class 7,1,9.466493e-12,3.518732e-11,2.8271755e-11,1.8070798e-09,2.0462499e-12,2.5216323e-10,3.945092e-12,1.0
1822,7,Class 7,7,Class 7,1,0.005209579,1.975239e-06,5.8990777e-06,1.975239e-06,2.2366653e-09,9.137969e-06,0.00030295303,0.99446857
1823,7,Class 7,7,Class 7,1,4.4672323e-15,1.178205e-11,4.4231147e-13,9.466475e-12,2.0260416e-10,2.0260416e-10,7.681853e-14,1.0
1824,7,Class 7,7,Class 7,1,3.9061315e-10,1.825104e-11,3.945092e-12,3.2013566e-14,1.6278554e-10,3.5538285e-13,3.5538285e-13,1.0
1825,0,Class 0,0,Class 0,1,0.99997115,1.3078884e-10,5.4505303e-11,4.813461e-08,1.2821845e-06,2.2490412e-09,1.789182e-07,2.7441647e-05
1826,7,Class 7,7,Class 7,1,6.78397e-11,2.3170743e-15,1.6440887e-12,8.5275976e-13,6.851621e-13,1.4810295e-13,3.589262e-15,1.0
1827,7,Class 7,7,Class 7,1,2.5467788e-12,6.851634e-13,4.959068e-14,7.7584443e-16,8.785321e-19,1.4957988e-15,1.6770494e-16,1.0
1828,7,Class 7,7,Class 7,1,3.589262e-15,6.172095e-14,6.988982e-17,1.2018255e-15,2.9126078e-17,1.3474493e-16,6.172095e-14,1.0
1829,7,Class 7,7,Class 7,1,3.4495662e-07,5.99103e-08,6.7169688e-09,1.2822171e-06,4.8135878e-08,3.4495662e-07,5.3435514e-07,0.9999975
1830,7,Class 7,7,Class 7,1,1.3209692e-12,1.178205e-11,1.3341423e-14,2.0666555e-14,4.8136e-08,1.4810324e-13,7.681853e-14,1.0
1831,7,Class 7,7,Class 7,1,8.195048e-05,5.4502392e-11,1.1664757e-09,7.4559026e-08,7.4559026e-08,1.2949029e-08,1.15495695e-07,0.99991775
1832,7,Class 7,7,Class 7,1,2.0462497e-12,8.612653e-15,1.6440917e-12,4.4231226e-13,2.317074e-15,1.1550528e-07,2.5467835e-12,0.9999999
1833,0,Class 0,0,Class 0,1,1.0,3.553815e-13,1.05087196e-10,1.6604873e-14,3.1697412e-12,7.681838e-14,5.5050436e-13,1.4519241e-09
1834,7,Class 7,7,Class 7,1,2.0060202e-08,7.456455e-08,5.4506427e-11,1.1781953e-11,6.650596e-07,7.3828164e-06,3.1074233e-08,0.9999918
1835,7,Class 7,7,Class 7,1,2.0260416e-10,8.5275976e-13,1.3474493e-16,4.4672323e-15,1.1899567e-13,3.1697412e-12,1.6278522e-10,1.0
1836,7,Class 7,7,Class 7,1,3.8293533e-06,1.825097e-11,2.0260338e-10,1.1782005e-11,6.1111173e-12,1.3209642e-12,1.8070729e-09,0.9999962
1837,7,Class 7,7,Class 7,1,3.1697412e-12,2.0260416e-10,9.372986e-10,6.78397e-11,6.172095e-14,4.9100936e-12,4.0241683e-16,1.0
1838,7,Class 7,7,Class 7,1,2.0260416e-10,6.050801e-10,7.60599e-12,1.178205e-11,2.8271755e-11,2.8271755e-11,9.373003e-10,1.0
1839,0,Class 0,0,Class 0,1,0.99961627,2.4957714e-08,4.3345274e-09,8.274284e-07,3.8278986e-06,1.8063865e-09,7.45364e-08,0.00037900973
1840,7,Class 7,7,Class 7,1,3.9061315e-10,4.3794413e-11,3.1697412e-12,2.0872651e-16,6.172095e-14,1.8251007e-11,6.851634e-13,1.0
1841,7,Class 7,7,Class 7,1,3.1384415e-10,3.5538196e-13,7.605985e-12,2.2491047e-09,6.7169816e-09,5.3435673e-07,2.2941902e-13,0.9999994
1842,7,Class 7,7,Class 7,1,0.00047138258,2.2024886e-05,0.00047138258,0.00012681665,2.0038373e-08,4.7608364e-06,1.4360118e-07,0.9989035
1843,7,Class 7,7,Class 7,1,2.4720457e-06,1.2949943e-08,8.359915e-09,8.359915e-09,4.3793903e-11,9.188689e-06,3.1074187e-08,0.9999883
1844,7,Class 7,7,Class 7,1,1.6278522e-10,2.5216276e-10,2.8553744e-13,1.466406e-11,8.4433814e-11,2.5216276e-10,2.5467788e-12,1.0
1845,4,Class 4,4,Class 4,1,2.521618e-10,5.396837e-09,1.6278459e-10,9.466439e-12,0.9999962,7.605961e-12,1.4519186e-09,3.8293533e-06
1846,0,Class 0,0,Class 0,1,0.99630886,0.00030351366,1.1394247e-05,1.2902294e-08,5.968942e-08,3.0654069e-06,3.8152334e-06,0.003369301
1847,7,Class 7,7,Class 7,1,0.43342796,0.0003168346,2.8541119e-05,0.0014657591,1.3335551e-06,0.025205176,0.00010608843,0.53944826
1848,7,Class 7,7,Class 7,1,7.60599e-12,6.783982e-11,1.3079261e-10,4.8136e-08,3.107449e-08,1.0404938e-08,3.107449e-08,1.0
1849,7,Class 7,7,Class 7,1,2.4967289e-08,2.294191e-13,3.9061307e-10,4.3794402e-11,2.2715385e-11,2.7716152e-07,2.5216318e-10,0.99999976
1850,0,Class 0,0,Class 0,1,0.9999567,7.3825577e-06,6.650363e-07,1.1665211e-09,3.4153632e-05,3.1073146e-08,2.7991338e-09,1.0301746e-06
1851,7,Class 7,7,Class 7,1,4.7660437e-06,1.6278476e-10,3.906113e-10,4.8135767e-08,2.7992417e-09,5.4506614e-11,2.0260318e-10,0.99999523
1852,7,Class 7,7,Class 7,1,1.1665716e-09,3.9061315e-10,1.2950094e-08,1.4810324e-13,2.0462499e-12,3.483982e-09,5.4506875e-11,1.0
1853,1,Class 1,7,Class 7,0,5.8747364e-06,0.003349202,8.1167644e-05,5.2398267e-05,0.0051880847,0.00037550242,0.0005816725,0.990366
1854,7,Class 7,7,Class 7,1,5.2905238e-05,9.465991e-12,4.8613547e-10,1.3208992e-12,3.9059248e-10,1.6116937e-08,5.396572e-09,0.9999471
1855,7,Class 7,7,Class 7,1,6.7169856e-09,3.553815e-13,6.851634e-13,1.0719357e-14,1.178205e-11,1.0719357e-14,1.6604873e-14,1.0
1856,7,Class 7,7,Class 7,1,5.3435616e-07,1.3209684e-12,6.783966e-11,4.813597e-08,4.423112e-13,5.4506843e-11,6.111137e-12,0.9999994
1857,7,Class 7,7,Class 7,1,6.783425e-11,5.396415e-09,1.3078189e-10,8.195049e-05,1.3078189e-10,2.8551402e-13,9.465716e-12,0.999918
1858,7,Class 7,7,Class 7,1,2.8553744e-13,2.0666555e-14,9.65624e-16,2.8838435e-15,5.008521e-16,1.3209692e-12,4.4231147e-13,1.0
1859,7,Class 7,7,Class 7,1,2.4967294e-08,2.5467788e-12,3.5538217e-13,3.1697412e-12,6.78397e-11,4.4231147e-13,7.530875e-10,1.0
1860,7,Class 7,7,Class 7,1,3.867562e-08,9.373001e-10,1.7892332e-07,6.716984e-09,3.867562e-08,1.6117786e-08,1.2950092e-08,0.99999976
1861,7,Class 7,7,Class 7,1,0.00024470457,2.2263346e-07,1.15476055e-07,2.471451e-06,3.8284015e-06,8.275379e-07,7.454634e-08,0.9997477
1862,7,Class 7,7,Class 7,1,4.8616006e-10,1.4664053e-11,1.1782045e-11,2.2268932e-07,5.991042e-08,1.0404933e-08,5.991042e-08,0.9999995
1863,7,Class 7,7,Class 7,1,4.29337e-07,5.396855e-09,7.605986e-12,3.138442e-10,3.9061296e-10,1.6278545e-10,3.9061296e-10,0.9999995
1864,6,Class 6,6,Class 6,1,3.1960732e-09,2.9078005e-12,1.0916212e-13,4.950873e-09,3.2279512e-11,1.478585e-08,0.91736215,0.08263789
1865,5,Class 5,5,Class 5,1,1.2948331e-08,2.2712254e-11,1.8248522e-11,7.5298495e-10,7.604954e-12,0.99986386,9.187537e-06,0.00012693857
1866,7,Class 7,7,Class 7,1,5.343563e-07,4.9590557e-14,1.3209685e-12,4.9100914e-12,3.1697396e-12,3.4839804e-09,1.3079232e-10,0.9999995
1867,3,Class 3,3,Class 3,1,7.681838e-14,4.145787e-22,2.9416587e-19,1.0,1.7106643e-20,1.4957988e-15,1.6937766e-18,8.4433814e-11
1868,7,Class 7,7,Class 7,1,1.466406e-11,4.064306e-18,1.9179435e-21,1.5257865e-19,6.91996e-15,4.5567907e-19,1.4810324e-13,1.0
1869,7,Class 7,7,Class 7,1,0.012414163,1.7670214e-07,1.2789328e-08,5.9756844e-10,1.2916891e-10,6.699763e-11,4.3250657e-11,0.98758566
1870,7,Class 7,7,Class 7,1,2.4967294e-08,1.05087196e-10,1.178205e-11,4.3794413e-11,3.107449e-08,1.1665716e-09,1.05087196e-10,1.0
1871,7,Class 7,7,Class 7,1,8.360007e-09,4.91009e-12,2.8553722e-13,7.45651e-08,1.6440875e-12,1.1550511e-07,5.343567e-07,0.9999993
1872,7,Class 7,7,Class 7,1,4.3361887e-09,5.3435673e-07,3.867561e-08,1.0508713e-10,3.48398e-09,2.0060355e-08,9.466487e-12,0.9999994
1873,4,Class 4,7,Class 7,0,0.00024792418,0.006604071,0.000103320715,3.494083e-07,0.33915883,5.466491e-09,7.552708e-08,0.6538854
1874,7,Class 7,2,Class 2,0,6.3910484e-05,0.018898465,0.6265451,5.186202e-07,1.927731e-06,0.029274687,0.00023755783,0.32497782
1875,7,Class 7,7,Class 7,1,0.00058637327,4.805752e-08,0.0009083221,4.2440453e-05,2.7397697e-05,6.57424e-05,2.0027624e-08,0.99836963
1876,7,Class 7,7,Class 7,1,5.4506875e-11,3.483982e-09,4.4231147e-13,1.4810324e-13,5.559963e-15,4.3794413e-11,1.1899567e-13,1.0
1877,7,Class 7,7,Class 7,1,1.0404959e-08,3.518732e-11,6.050801e-10,5.559963e-15,3.2013566e-14,4.4231147e-13,1.8433046e-13,1.0
1878,7,Class 7,7,Class 7,1,2.1080839e-18,2.6237427e-18,8.8729136e-21,3.3309923e-22,5.058477e-18,3.6250618e-17,9.752554e-18,1.0
1879,7,Class 7,7,Class 7,1,1.466406e-11,1.3209692e-12,4.3794333e-11,3.5187252e-11,9.560877e-14,5.505054e-13,4.4231147e-13,1.0
1880,7,Class 7,7,Class 7,1,4.3361914e-09,5.3968683e-09,5.3968683e-09,1.05087196e-10,3.867563e-08,6.7169856e-09,2.0462499e-12,1.0
1881,7,Class 7,7,Class 7,1,9.84979e-20,4.602224e-21,1.2138128e-17,2.1503467e-22,1.25049205e-23,3.3309923e-22,7.200177e-23,1.0
1882,7,Class 7,7,Class 7,1,6.7169834e-09,1.8251033e-11,2.4967285e-08,9.373e-10,1.0404935e-08,9.2804356e-08,2.771615e-07,0.99999964
1883,7,Class 7,7,Class 7,1,3.8674987e-08,2.4966928e-08,1.5958395e-06,2.2268638e-07,1.1436293e-05,1.2822015e-06,5.4506077e-11,0.99998534
1884,7,Class 7,7,Class 7,1,8.5275976e-13,5.008521e-16,1.4810295e-13,1.8251007e-11,3.1697412e-12,1.178205e-11,2.546774e-12,1.0
1885,7,Class 7,7,Class 7,1,6.7169856e-09,2.0260416e-10,6.050801e-10,2.249106e-09,1.0404938e-08,7.60599e-12,2.2715345e-11,1.0
1886,7,Class 7,7,Class 7,1,4.4231147e-13,3.1697412e-12,1.3341423e-14,2.2715345e-11,1.6278522e-10,1.4810324e-13,2.249106e-09,1.0
1887,7,Class 7,7,Class 7,1,1.0613537e-12,6.111153e-12,3.945092e-12,6.8516465e-13,4.4672323e-15,3.169747e-12,7.60599e-12,1.0
1888,7,Class 7,7,Class 7,1,3.107449e-08,7.60599e-12,5.4506875e-11,1.825104e-11,1.611779e-08,1.4519241e-09,8.4433814e-11,1.0
1889,7,Class 7,7,Class 7,1,2.249106e-09,1.0613537e-12,5.505054e-13,7.681853e-14,2.8553744e-13,3.2332878e-16,6.172095e-14,1.0
1890,7,Class 7,7,Class 7,1,1.1550514e-07,1.7892327e-07,1.7892327e-07,9.466488e-12,7.5308715e-10,3.8675612e-08,7.5308715e-10,0.9999995
1891,7,Class 7,7,Class 7,1,9.180959e-06,3.8642643e-08,8.1887316e-05,2.7419032e-05,3.826102e-06,0.00073037384,2.7692516e-07,0.99914706
1892,0,Class 0,0,Class 0,1,0.99528486,9.145461e-06,0.00012635723,0.0003032017,5.2658514e-05,2.7313043e-05,7.348066e-06,0.0041891485
1893,7,Class 7,4,Class 4,0,2.610032e-09,9.701589e-09,3.2484662e-09,1.1955439e-06,0.74915195,3.2163854e-07,1.4879848e-06,0.250845
1894,7,Class 7,7,Class 7,1,1.8070798e-09,9.373003e-10,1.1665716e-09,2.5216323e-10,9.373003e-10,1.611779e-08,1.3209692e-12,1.0
1895,7,Class 7,7,Class 7,1,1.1665716e-09,1.466406e-11,3.945092e-12,4.861603e-10,7.60599e-12,1.3209692e-12,1.466406e-11,1.0
1896,7,Class 7,7,Class 7,1,9.466475e-12,2.5216276e-10,2.8271755e-11,9.373003e-10,2.0462499e-12,2.5216276e-10,1.3209692e-12,1.0
1897,7,Class 7,7,Class 7,1,8.360013e-09,3.483982e-09,4.3794333e-11,1.466406e-11,4.861603e-10,5.3968576e-09,1.8070798e-09,1.0
1898,7,Class 7,7,Class 7,1,1.6770494e-16,1.0719357e-14,3.5538217e-13,3.945092e-12,2.5978315e-16,2.5721761e-14,5.008521e-16,1.0
1899,7,Class 7,7,Class 7,1,0.0004666171,0.008023942,0.0026867264,1.7692031e-07,1.7517326e-05,4.7597116e-08,3.8242582e-08,0.98880494
1900,7,Class 7,7,Class 7,1,3.8675434e-08,5.3968305e-09,5.9910256e-08,1.611774e-08,3.8293488e-06,1.7892246e-07,8.277426e-07,0.999995
1901,7,Class 7,7,Class 7,1,5.4506875e-11,1.0613537e-12,5.559963e-15,6.8516465e-13,1.466406e-11,3.1384434e-10,6.783982e-11,1.0
1902,7,Class 7,7,Class 7,1,1.29500926e-08,2.2491058e-09,4.336191e-09,3.4839815e-09,1.1550518e-07,2.521632e-10,2.5467835e-12,0.9999999
1903,7,Class 7,7,Class 7,1,9.560877e-14,2.2941916e-13,2.0462499e-12,3.945085e-12,6.78397e-11,6.851621e-13,1.3209667e-12,1.0
1904,7,Class 7,7,Class 7,1,7.454196e-08,6.582928e-05,0.00024469016,5.341908e-07,7.5285317e-10,1.4514724e-09,3.517637e-11,0.99968886
1905,5,Class 5,5,Class 5,1,8.4433974e-11,1.8251038e-11,4.4231142e-13,4.9101023e-12,9.466492e-12,0.9999999,3.1074546e-08,7.456515e-08
1906,7,Class 7,7,Class 7,1,1.0613537e-12,2.0872651e-16,1.8990097e-19,2.363527e-19,4.5567907e-19,3.589262e-15,4.959068e-14,1.0
1907,0,Class 0,0,Class 0,1,1.0,3.1384434e-10,4.3794413e-11,8.612654e-15,1.1782072e-11,3.1697412e-12,8.443398e-11,2.4967294e-08
1908,7,Class 7,7,Class 7,1,6.295833e-18,2.6237427e-18,8.785321e-19,2.9126078e-17,5.671407e-19,5.008521e-16,3.589262e-15,1.0
1909,7,Class 7,7,Class 7,1,2.4967294e-08,8.5275976e-13,6.172095e-14,2.0462499e-12,8.612654e-15,2.2941916e-13,1.178205e-11,1.0
1910,7,Class 7,7,Class 7,1,1.6440887e-12,5.505054e-13,1.4810324e-13,2.8553744e-13,7.60599e-12,1.8251007e-11,4.4231147e-13,1.0
1911,7,Class 7,7,Class 7,1,3.483982e-09,2.0462499e-12,3.5538217e-13,3.2013566e-14,3.5538217e-13,3.483982e-09,1.8070798e-09,1.0
1912,7,Class 7,7,Class 7,1,4.861603e-10,1.3079238e-10,3.945092e-12,1.466406e-11,4.3794333e-11,5.505054e-13,3.5187252e-11,1.0
1913,7,Class 7,5,Class 5,0,0.00034127408,0.021813612,0.00065796357,1.2939586e-07,0.00052865106,0.7231915,0.011314333,0.24215257
1914,7,Class 7,7,Class 7,1,2.5216276e-10,1.0613537e-12,7.530875e-10,8.4433814e-11,3.553815e-13,3.2013566e-14,5.505054e-13,1.0
1915,7,Class 7,7,Class 7,1,1.0613537e-12,5.505054e-13,2.5467788e-12,1.2950094e-08,3.5187252e-11,8.5275976e-13,1.3209692e-12,1.0
1916,7,Class 7,7,Class 7,1,2.7715842e-07,1.6117623e-08,7.5307965e-10,9.1887005e-06,1.451909e-09,3.449539e-07,4.2933274e-07,0.9999896
1917,7,Class 7,7,Class 7,1,3.589275e-15,4.959068e-14,8.612654e-15,2.2941916e-13,5.4506875e-11,3.9844416e-14,1.4810324e-13,1.0
1918,7,Class 7,7,Class 7,1,3.1074414e-08,2.2491007e-09,5.3968447e-09,1.986221e-06,3.4495665e-07,3.4839738e-09,1.4519207e-09,0.9999976
1919,7,Class 7,7,Class 7,1,1.3341423e-14,1.4810295e-13,7.60599e-12,1.05087196e-10,3.9844342e-14,2.3401853e-17,5.505054e-13,1.0
1920,7,Class 7,7,Class 7,1,2.8838435e-15,1.6604873e-14,6.988982e-17,1.0826275e-16,1.3341423e-14,1.8251007e-11,3.5187252e-11,1.0
1921,7,Class 7,7,Class 7,1,7.5308715e-10,2.0260406e-10,8.527593e-13,6.050798e-10,3.1074475e-08,2.855373e-13,5.343563e-07,0.9999995
1922,7,Class 7,7,Class 7,1,0.00012692921,2.4962054e-08,2.743668e-05,4.250084e-05,1.595528e-06,1.143406e-05,6.7155757e-09,0.99979013
1923,7,Class 7,7,Class 7,1,4.9101027e-12,2.8838545e-15,3.9844416e-14,6.233657e-16,7.758474e-16,9.466493e-12,9.65624e-16,1.0
1924,2,Class 2,2,Class 2,1,7.363434e-08,0.012413326,0.9875186,2.7643163e-09,3.474813e-11,3.0383612e-06,3.474813e-11,6.502787e-05
1925,4,Class 4,4,Class 4,1,4.7460185e-06,5.965849e-08,4.7460185e-06,1.03611795e-08,0.9957944,3.8132632e-06,8.24264e-07,0.0041912934
1926,3,Class 3,3,Class 3,1,9.832854e-09,4.594311e-10,2.3594541e-08,0.945018,2.104455e-07,2.5933597e-05,1.690858e-07,0.054955725
1927,4,Class 4,7,Class 7,0,3.8995313e-05,1.6576815e-09,4.459684e-10,3.54781e-08,0.08263464,4.415641e-08,5.4957418e-08,0.91732615
1928,4,Class 4,4,Class 4,1,1.0605784e-12,1.8237675e-11,1.1773444e-11,4.333024e-09,0.99926955,2.5702973e-14,6.8466294e-13,0.0007304626
1929,7,Class 7,7,Class 7,1,9.280438e-08,3.5187315e-11,1.0508718e-10,1.0508718e-10,6.7169847e-09,9.466492e-12,1.1665715e-09,0.9999999
1930,7,Class 7,7,Class 7,1,6.172095e-14,8.612654e-15,2.8271755e-11,2.0462499e-12,4.4672323e-15,2.5467788e-12,4.959058e-14,1.0
1931,4,Class 4,4,Class 4,1,1.8433043e-13,4.910093e-12,7.681852e-14,1.6604871e-14,0.9999999,1.8616935e-15,6.851633e-13,5.991055e-08
1932,0,Class 0,7,Class 7,0,0.00037886066,2.7694625e-07,0.00015788767,3.4128574e-05,9.181649e-06,0.00019650844,5.392665e-09,0.9992231
1933,7,Class 7,7,Class 7,1,8.360013e-09,7.60599e-12,5.3968576e-09,2.2941916e-13,4.861612e-10,7.60599e-12,6.172095e-14,1.0
1934,7,Class 7,4,Class 4,0,2.770596e-07,5.2888572e-05,9.1854245e-06,6.714521e-09,0.9996331,2.4958133e-08,2.4958133e-08,0.00030452633
1935,7,Class 7,7,Class 7,1,9.466492e-12,2.0260413e-10,1.8433043e-13,4.9590672e-14,1.437588e-07,8.5275965e-13,2.0666593e-14,0.9999999
1936,7,Class 7,7,Class 7,1,6.7169856e-09,3.553815e-13,3.1697412e-12,2.0260416e-10,1.2950094e-08,3.1384376e-10,6.851634e-13,1.0
1937,7,Class 7,7,Class 7,1,9.280431e-08,3.906128e-10,2.2491038e-09,1.04049285e-08,1.1665705e-09,8.2774517e-07,2.2491038e-09,0.99999905
1938,7,Class 7,7,Class 7,1,2.7716123e-07,4.9100923e-12,6.1111394e-12,4.9100923e-12,6.0507993e-10,6.7839685e-11,1.1665713e-09,0.99999976
1939,0,Class 0,0,Class 0,1,0.94503653,1.0915651e-07,2.9366527e-08,8.770354e-08,2.3361986e-06,5.0498693e-07,3.6188924e-06,0.054956783
1940,7,Class 7,7,Class 7,1,2.7992546e-09,9.280438e-08,4.3794326e-11,2.0462497e-12,2.0462497e-12,6.783981e-11,1.4810322e-13,0.9999999
1941,7,Class 7,7,Class 7,1,9.373002e-10,2.855374e-13,2.5467785e-12,5.991044e-08,5.4506868e-11,1.0508718e-10,3.906131e-10,0.9999999
1942,7,Class 7,7,Class 7,1,0.0001579854,3.4834302e-09,1.4516941e-09,1.1663869e-09,4.3355044e-09,1.1663869e-09,3.4490282e-07,0.9998416
1943,7,Class 7,7,Class 7,1,2.2268955e-07,2.7716143e-07,3.138442e-10,2.046249e-12,7.5308715e-10,2.271538e-11,1.3079256e-10,0.9999995
1944,7,Class 7,7,Class 7,1,6.650646e-07,1.0508712e-10,1.29500854e-08,1.4519231e-09,6.851629e-13,3.5187294e-11,8.443375e-11,0.9999993
1945,7,Class 7,7,Class 7,1,0.0020984856,5.7587645e-08,5.0856583e-05,0.00045360305,2.1194153e-05,0.03608553,6.3296575e-05,0.961227
1946,7,Class 7,7,Class 7,1,0.0013024858,8.57684e-08,3.574339e-08,0.0074995607,2.8718539e-08,1.3154761e-05,0.24863458,0.74255013
1947,7,Class 7,7,Class 7,1,8.277154e-07,2.2268141e-07,1.1436036e-05,2.2048249e-05,1.2821741e-06,9.280105e-08,1.2949628e-08,0.999964
1948,7,Class 7,7,Class 7,1,4.813596e-08,2.7716135e-07,1.437587e-07,2.52163e-10,1.789232e-07,2.2268947e-07,6.71698e-09,0.99999917
1949,7,Class 7,7,Class 7,1,4.9100936e-12,1.6604873e-14,2.0872651e-16,3.945092e-12,7.60599e-12,4.3794413e-11,6.050801e-10,1.0
1950,7,Class 7,7,Class 7,1,3.867555e-08,6.783969e-11,1.8070796e-09,4.861602e-10,9.280438e-08,1.627852e-10,3.984434e-14,0.9999999
1951,7,Class 7,7,Class 7,1,7.456515e-08,2.855374e-13,6.851633e-13,3.1074485e-08,2.2715342e-11,4.3794326e-11,1.1665715e-09,0.9999999
1952,7,Class 7,7,Class 7,1,1.2950094e-08,1.0613537e-12,3.483982e-09,3.945092e-12,2.2715345e-11,1.3209692e-12,2.2715345e-11,1.0
1953,7,Class 7,7,Class 7,1,2.771612e-07,1.0302189e-06,6.7169768e-09,6.783973e-11,7.530865e-10,2.521629e-10,1.3079245e-10,0.9999987
